date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-03-26,flydubai,FL2583,Doha,New York,Direct Middle East overfly,Via Central Asian detour,11975,12944,969,3974.97,3.4
2026-03-26,Air India,AI4335,New York,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,2718,4484,1766,9491.04,1.9
2026-03-26,Iran Air,IR2523,Beirut,Paris,Via Baghdad FIR,Via Ankara–Baku corridor,8029,8938,909,3384.37,2.6
2026-03-26,Mahan Air,MA6022,Delhi,Istanbul,Via Baghdad FIR,Via Ankara–Baku corridor,2934,3824,890,3596.11,2.1
2026-03-27,Emirates,EM2912,London,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7499,8938,1439,8747.03,3.7
2026-03-27,Air Arabia,AI1183,Dubai,New York,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10253,11812,1559,8908.31,5.8
2026-03-27,Singapore Airlines,SI2698,New York,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,10004,11150,1146,6662.66,0.8
2026-03-27,Air India,AI9101,Sydney,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,10991,11480,489,2087.09,4.5
2026-03-27,Cargolux,CA7814,Dubai,Islamabad,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4962,6140,1178,6381.51,5.1
2026-03-27,DHL Aviation,DH9121,Dubai,Amman,Via Baghdad FIR,Via Ankara–Baku corridor,10486,11590,1104,5667.85,1.3
2026-03-27,KLM,KL7847,Bahrain,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,7818,8981,1163,8124.24,6.0
2026-03-27,Turkish Airlines,TU4217,Paris,Beirut,Direct Middle East overfly,Via Central Asian detour,5158,6233,1075,4679.97,2.2
2026-03-27,United Airlines,UN9306,Doha,Mumbai,Direct Gulf route,Via Jordan–Egypt alternate,9390,10142,752,3065.36,4.9
2026-03-27,Ethiopian Airlines,ET4317,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10136,11236,1100,6977.04,1.4
2026-03-27,flydubai,FL9726,Doha,London,Direct Gulf route,Via Jordan–Egypt alternate,5228,6410,1182,8101.03,3.4
2026-03-27,Jazeera Airways,JA1845,Dubai,New York,Direct Tehran overfly,Via Ashgabat–Almaty route,6724,8127,1403,8165.54,1.4
2026-03-27,Gulf Air,GU7793,Dubai,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8540,9902,1362,9443.86,5.8
2026-03-27,DHL Aviation,DH6773,Dubai,Bahrain,Via Baghdad FIR,Via Ankara–Baku corridor,7446,8782,1336,6150.99,1.4
2026-03-27,Qatar Airways,QA9687,Doha,London,Direct Tehran overfly,Via Ashgabat–Almaty route,9351,10782,1431,9242.97,0.9
2026-03-27,flydubai,FL5281,Abu Dhabi,Sydney,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4570,6644,2074,8000.19,2.6
2026-03-27,Cargolux,CA8327,Karachi,Dubai,Direct Middle East overfly,Via Central Asian detour,5117,6370,1253,7654.63,4.5
2026-03-27,Turkish Airlines,TU4142,Islamabad,Riyadh,Direct Tehran overfly,Via Ashgabat–Almaty route,2010,3556,1546,7991.1,1.0
2026-03-28,United Airlines,UN9604,Doha,Paris,Direct Gulf route,Via Jordan–Egypt alternate,7718,8726,1008,4421.95,1.8
2026-03-28,Ethiopian Airlines,ET4276,Paris,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9755,11905,2150,13772.82,2.8
2026-03-28,Lufthansa,LU5703,Delhi,Istanbul,Direct Gulf route,Via Jordan–Egypt alternate,5606,6748,1142,4547.09,4.2
2026-03-28,IndiGo,IN524,Paris,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,11186,12285,1099,4986.33,4.1
2026-03-28,Malaysia Airlines,MA3106,Islamabad,Riyadh,Direct Middle East overfly,Via Central Asian detour,11648,13045,1397,8670.92,2.9
2026-03-28,Iran Air,IR6539,Sydney,Dubai,Direct Middle East overfly,Via Central Asian detour,10816,11853,1037,4853.46,1.0
2026-03-28,American Airlines,AM5885,Doha,London,Via Strait of Hormuz,Via Red Sea–Suez route,2665,4397,1732,12100.59,4.1
2026-03-28,Etihad Airways,ET3953,Abu Dhabi,London,Direct Tehran overfly,Via Ashgabat–Almaty route,9579,10649,1070,3786.88,0.9
2026-03-28,Singapore Airlines,SI235,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,4950,7343,2393,14350.21,0.8
2026-03-28,Malaysia Airlines,MA380,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,5283,6358,1075,6528.68,3.8
2026-03-28,Lufthansa,LU1245,Dubai,Frankfurt,Direct Tehran overfly,Via Ashgabat–Almaty route,9438,11051,1613,6820.49,5.0
2026-03-28,IndiGo,IN3036,London,Muscat,Direct Tehran overfly,Via Ashgabat–Almaty route,4098,5700,1602,10980.53,3.4
2026-03-28,Cargolux,CA8175,London,Bahrain,Direct Tehran overfly,Via Ashgabat–Almaty route,5906,7770,1864,9066.91,2.4
2026-03-28,KLM,KL837,Singapore,London,Direct Gulf route,Via Jordan–Egypt alternate,2445,3447,1002,4839.66,3.3
2026-03-28,Jazeera Airways,JA5728,Dubai,Karachi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3755,4863,1108,5848.59,3.0
2026-03-28,EgyptAir,EG780,Paris,Doha,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5126,6208,1082,7402.76,3.0
2026-03-28,FedEx Express,FE9714,Islamabad,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,2014,3063,1049,7080.66,1.5
2026-03-28,IndiGo,IN4916,Frankfurt,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,7868,9243,1375,5769.23,2.2
2026-03-28,DHL Aviation,DH9256,Abu Dhabi,Sydney,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4433,5714,1281,5687.68,4.2
2026-03-28,Ethiopian Airlines,ET257,Dubai,Sydney,Direct Tehran overfly,Via Ashgabat–Almaty route,4549,5340,791,4372.73,2.3
2026-03-28,Emirates,EM6878,Karachi,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,2467,3016,549,2399.02,1.1
2026-03-28,Malaysia Airlines,MA1563,London,Singapore,Via Baghdad FIR,Via Ankara–Baku corridor,11839,13335,1496,6911.8,4.3
2026-03-29,Cargolux,CA2605,Dubai,Frankfurt,Via Baghdad FIR,Via Ankara–Baku corridor,3523,4197,674,3907.14,5.9
2026-03-29,Singapore Airlines,SI613,Islamabad,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,4421,5518,1097,3883.56,5.4
2026-03-29,Iran Air,IR3496,New York,Dubai,Via Persian Gulf,Via Indian Ocean southern route,9750,12153,2403,9473.3,1.3
2026-03-29,Delta Air Lines,DE7131,Abu Dhabi,London,Via Strait of Hormuz,Via Red Sea–Suez route,11584,12949,1365,8852.65,1.5
2026-03-29,United Airlines,UN6127,Los Angeles,Doha,Via Persian Gulf,Via Indian Ocean southern route,3089,6342,3253,13498.48,4.0
2026-03-29,American Airlines,AM9801,Delhi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10082,11293,1211,7428.04,4.8
2026-03-29,British Airways,BR3766,Mumbai,Kuwait City,Via Baghdad FIR,Via Ankara–Baku corridor,9220,10214,994,3751.18,2.1
2026-03-29,Air France,AI2512,Doha,Los Angeles,Direct Tehran overfly,Via Ashgabat–Almaty route,9960,11541,1581,7342.51,0.9
2026-03-29,IndiGo,IN573,Islamabad,Dubai,Via Persian Gulf,Via Indian Ocean southern route,10612,12325,1713,8885.81,5.7
2026-03-29,Cargolux,CA6495,Washington,Abu Dhabi,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4091,5001,910,5698.41,4.8
2026-03-29,Kuwait Airways,KU1005,Kuwait City,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,4086,4629,543,2034.53,1.8
2026-03-29,Emirates,EM2944,Frankfurt,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,10555,11445,890,3352.06,2.2
2026-03-30,Mahan Air,MA9912,London,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,8861,9306,445,1967.11,0.9
2026-03-30,Etihad Airways,ET9017,Dubai,New York,Direct Middle East overfly,Via Central Asian detour,6168,8056,1888,9824.54,5.9
2026-03-30,DHL Aviation,DH328,Doha,Paris,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3367,5058,1691,8803.87,4.5
2026-03-30,Emirates SkyCargo,EM3287,Dubai,Karachi,Via Strait of Hormuz,Via Red Sea–Suez route,5600,7284,1684,7885.36,0.6
2026-03-30,EgyptAir,EG3798,Amman,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,11175,12867,1692,8127.08,1.2
2026-03-30,Kuwait Airways,KU5143,Washington,Abu Dhabi,Direct Tehran overfly,Via Ashgabat–Almaty route,8113,9807,1694,6021.99,2.5
2026-03-30,Etihad Airways,ET1203,Bahrain,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,5974,7372,1398,7095.28,3.7
2026-03-30,Emirates,EM3857,Riyadh,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,8999,10122,1123,4513.14,2.7
2026-03-30,Cargolux,CA9016,Washington,Abu Dhabi,Direct Middle East overfly,Via Central Asian detour,7742,9810,2068,10870.07,3.9
2026-03-30,Emirates SkyCargo,EM3775,Karachi,Istanbul,Direct Middle East overfly,Via Central Asian detour,7599,8982,1383,7703.41,1.8
2026-03-30,Singapore Airlines,SI3013,Paris,Dubai,Direct Middle East overfly,Via Central Asian detour,10786,12177,1391,5759.16,5.5
2026-03-30,Kuwait Airways,KU9246,Kuwait City,London,Direct Middle East overfly,Via Central Asian detour,10304,12256,1952,12192.25,4.4
2026-03-30,Oman Air,OM9426,Abu Dhabi,Sydney,Via Strait of Hormuz,Via Red Sea–Suez route,7310,8066,756,3928.23,4.5
2026-03-30,Iran Air,IR768,Mumbai,Dubai,Via Persian Gulf,Via Indian Ocean southern route,5959,7678,1719,9238.7,0.9
2026-03-30,Emirates,EM8472,Karachi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4041,6004,1963,8432.81,4.3
2026-03-31,Oman Air,OM2884,Paris,Beirut,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10012,11569,1557,6406.82,0.7
2026-03-31,EgyptAir,EG5634,Abu Dhabi,Washington,Via Strait of Hormuz,Via Red Sea–Suez route,10082,11128,1046,6637.79,5.3
2026-03-31,Oman Air,OM137,Mumbai,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,5506,6726,1220,7606.26,3.3
2026-03-31,Air India,AI9822,Paris,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,11497,13214,1717,6708.57,0.7
2026-03-31,Gulf Air,GU1595,Karachi,Dubai,Via Persian Gulf,Via Indian Ocean southern route,3887,6369,2482,15620.43,5.9
2026-03-31,Air India,AI8013,Islamabad,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,10695,11893,1198,5218.7,3.3
2026-03-31,KLM,KL7784,Islamabad,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,11695,12455,760,4815.63,4.1
2026-03-31,Mahan Air,MA7019,New York,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,10931,11551,620,4269.59,3.0
2026-03-31,Ethiopian Airlines,ET1310,Riyadh,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7353,9730,2377,14530.52,4.9
2026-03-31,Kuwait Airways,KU5872,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9949,11674,1725,9396.81,4.6
2026-03-31,Kuwait Airways,KU6426,Istanbul,Delhi,Via Baghdad FIR,Via Ankara–Baku corridor,9095,10483,1388,8278.98,5.7
2026-03-31,Delta Air Lines,DE8488,Kuwait City,London,Direct Middle East overfly,Via Central Asian detour,10722,12422,1700,9496.82,5.2
2026-03-31,Thai Airways,TH853,Riyadh,London,Direct Tehran overfly,Via Ashgabat–Almaty route,7011,7763,752,4046.68,4.4
2026-03-31,KLM,KL621,Dubai,Delhi,Via Strait of Hormuz,Via Red Sea–Suez route,7855,9179,1324,5275.07,5.7
2026-04-01,FedEx Express,FE7993,Moscow,Tehran,Via Persian Gulf,Via Indian Ocean southern route,2442,4701,2259,11675.94,0.6
2026-04-01,Air Arabia,AI5761,Lahore,Doha,Direct Gulf route,Via Jordan–Egypt alternate,4745,5745,1000,5168.61,5.7
2026-04-01,DHL Aviation,DH9344,London,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,5653,7984,2331,15234.98,1.3
2026-04-01,Air France,AI8173,London,Riyadh,Direct Middle East overfly,Via Central Asian detour,4900,6083,1183,4564.91,4.6
2026-04-01,American Airlines,AM1432,Karachi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5322,7396,2074,10527.41,5.7
2026-04-01,Air Arabia,AI4990,Singapore,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6707,8471,1764,6257.73,4.6
2026-04-01,Emirates SkyCargo,EM6483,Doha,Paris,Via Persian Gulf,Via Indian Ocean southern route,9070,11470,2400,11170.56,5.4
2026-04-01,British Airways,BR1492,Doha,Lahore,Via Strait of Hormuz,Via Red Sea–Suez route,3018,4069,1051,5444.81,3.9
2026-04-01,United Airlines,UN1031,London,Muscat,Via Strait of Hormuz,Via Red Sea–Suez route,2270,3725,1455,8867.86,3.2
2026-04-01,Turkish Airlines,TU9398,Istanbul,Tehran,Direct Tehran overfly,Via Ashgabat–Almaty route,11976,12894,918,6265.94,5.7
2026-04-01,Etihad Airways,ET7400,Singapore,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3467,5446,1979,10353.17,1.5
2026-04-01,Oman Air,OM7832,Cairo,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10476,12100,1624,9976.79,0.7
2026-04-01,KLM,KL5644,Singapore,London,Direct Middle East overfly,Via Central Asian detour,5041,6959,1918,7804.07,1.4
2026-04-01,Emirates SkyCargo,EM8407,Dubai,Bahrain,Direct Tehran overfly,Via Ashgabat–Almaty route,2452,3379,927,3663.66,5.4
2026-04-02,Air India,AI7706,New York,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,5597,6618,1021,3585.91,1.8
2026-04-02,Air France,AI2369,Moscow,Tehran,Direct Gulf route,Via Jordan–Egypt alternate,11244,11786,542,2606.03,0.5
2026-04-02,Thai Airways,TH9382,Dubai,Amman,Via Persian Gulf,Via Indian Ocean southern route,11323,14191,2868,10972.88,3.2
2026-04-02,flydubai,FL3062,Muscat,London,Direct Middle East overfly,Via Central Asian detour,11041,13200,2159,14067.01,2.1
2026-04-02,Thai Airways,TH1475,Riyadh,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5553,6957,1404,8466.67,2.7
2026-04-02,Iran Air,IR5700,Tehran,Beijing,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6020,7311,1291,5461.6,5.2
2026-04-02,Gulf Air,GU5838,Dubai,Karachi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4805,6878,2073,11587.89,0.5
2026-04-02,Jazeera Airways,JA1780,Dubai,Sydney,Via Persian Gulf,Via Indian Ocean southern route,9212,11310,2098,12780.95,4.9
2026-04-02,Kuwait Airways,KU5452,Lahore,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,5089,5880,791,3392.83,4.4
2026-04-02,KLM,KL7687,Tehran,Moscow,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6203,8801,2598,17738.46,3.0
2026-04-02,Gulf Air,GU4680,Abu Dhabi,Washington,Direct Middle East overfly,Via Central Asian detour,5886,7652,1766,10170.69,1.3
2026-04-03,Emirates,EM9094,Kuwait City,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,10621,11703,1082,6683.77,2.9
2026-04-03,Saudi Arabian Airlines,SA8413,Riyadh,Cairo,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3612,5572,1960,7696.08,4.6
2026-04-03,Iran Air,IR9672,Dubai,Karachi,Direct Gulf route,Via Jordan–Egypt alternate,8417,8885,468,2007.04,3.6
2026-04-03,Air Arabia,AI7680,Singapore,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8599,11305,2706,11408.43,0.5
2026-04-03,KLM,KL9756,Dubai,Mumbai,Direct Middle East overfly,Via Central Asian detour,2091,4309,2218,9837.85,1.3
2026-04-03,Gulf Air,GU716,Karachi,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,6677,7548,871,4412.59,4.1
2026-04-03,Thai Airways,TH6668,Moscow,Tehran,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8775,9914,1139,5715.5,3.4
2026-04-03,Etihad Airways,ET2602,Doha,Paris,Via Persian Gulf,Via Indian Ocean southern route,3752,5910,2158,11937.62,1.8
2026-04-03,Thai Airways,TH4451,Tehran,Moscow,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8994,10413,1419,7143.73,4.5
2026-04-03,EgyptAir,EG9141,Bahrain,London,Via Baghdad FIR,Via Ankara–Baku corridor,7367,8363,996,4194.85,2.8
2026-04-03,IndiGo,IN4918,London,Bahrain,Via Persian Gulf,Via Indian Ocean southern route,4708,7584,2876,17271.74,3.5
2026-04-03,Emirates,EM2466,Dubai,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,4921,5564,643,4331.66,4.4
2026-04-03,Mahan Air,MA2752,London,Abu Dhabi,Direct Tehran overfly,Via Ashgabat–Almaty route,7969,9329,1360,7742.05,4.6
2026-04-03,Saudi Arabian Airlines,SA2520,Riyadh,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,7782,8709,927,6224.5,4.2
2026-04-04,EgyptAir,EG6890,Muscat,London,Direct Gulf route,Via Jordan–Egypt alternate,6183,7179,996,5874.91,2.4
2026-04-04,American Airlines,AM3743,Mumbai,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,9719,11538,1819,9583.7,4.3
2026-04-04,KLM,KL7781,Doha,New York,Direct Gulf route,Via Jordan–Egypt alternate,4011,4922,911,3929.73,3.0
2026-04-04,Delta Air Lines,DE726,Riyadh,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,2104,3511,1407,6542.47,5.6
2026-04-04,FedEx Express,FE3753,Bahrain,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,7984,9616,1632,11350.54,1.1
2026-04-04,United Airlines,UN8495,Dubai,Karachi,Direct Tehran overfly,Via Ashgabat–Almaty route,3948,5685,1737,11251.83,3.5
2026-04-04,Kuwait Airways,KU4775,Dubai,Frankfurt,Direct Gulf route,Via Jordan–Egypt alternate,3217,4051,834,4014.28,0.9
2026-04-04,Air France,AI5697,Istanbul,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,7540,8662,1122,5361.82,5.7
2026-04-04,United Airlines,UN6256,Tehran,Beijing,Direct Gulf route,Via Jordan–Egypt alternate,8067,8862,795,3869.62,4.9
2026-04-04,Emirates,EM1940,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11393,12781,1388,8834.7,3.5
2026-04-04,Lufthansa,LU112,Abu Dhabi,Sydney,Direct Tehran overfly,Via Ashgabat–Almaty route,2449,4022,1573,10927.84,0.9
2026-04-04,Delta Air Lines,DE4265,Cairo,Kuwait City,Direct Gulf route,Via Jordan–Egypt alternate,2468,3093,625,2762.45,5.5
2026-04-04,Jazeera Airways,JA6843,Tehran,Beijing,Direct Tehran overfly,Via Ashgabat–Almaty route,7070,8012,942,5485.02,4.5
2026-04-04,Ethiopian Airlines,ET1882,Paris,Doha,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7741,9359,1618,10333.18,3.8
2026-04-04,American Airlines,AM7990,Paris,Dubai,Direct Middle East overfly,Via Central Asian detour,9899,11720,1821,9493.95,5.1
2026-04-05,Kuwait Airways,KU7531,Kuwait City,London,Direct Tehran overfly,Via Ashgabat–Almaty route,9944,11743,1799,8575.13,1.0
2026-04-05,Emirates,EM6176,Karachi,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,3118,4854,1736,7253.69,5.9
2026-04-05,Ethiopian Airlines,ET9350,Dubai,Frankfurt,Direct Gulf route,Via Jordan–Egypt alternate,9695,10493,798,3298.82,2.3
2026-04-05,Delta Air Lines,DE6923,Riyadh,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,10578,11015,437,1802.35,4.8
2026-04-05,FedEx Express,FE4259,Karachi,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2924,5009,2085,7392.5,1.1
2026-04-05,Ethiopian Airlines,ET6132,Islamabad,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,2896,3975,1079,4967.7,3.8
2026-04-05,Gulf Air,GU8514,Delhi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4799,6488,1689,8350.29,1.9
2026-04-05,Etihad Airways,ET7837,London,Abu Dhabi,Direct Tehran overfly,Via Ashgabat–Almaty route,3947,5746,1799,10546.56,3.2
2026-04-05,Emirates,EM742,Mumbai,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10382,11477,1095,7504.01,0.9
2026-04-05,Ethiopian Airlines,ET676,London,Bahrain,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6150,8778,2628,9841.43,4.2
2026-04-05,IndiGo,IN3627,Bahrain,London,Direct Tehran overfly,Via Ashgabat–Almaty route,4672,5917,1245,4369.99,0.4
2026-04-05,Delta Air Lines,DE6349,Dubai,Sydney,Via Baghdad FIR,Via Ankara–Baku corridor,3291,4574,1283,8327.18,5.8
2026-04-05,Pakistan International Airlines,PA5934,Cairo,Kuwait City,Direct Gulf route,Via Jordan–Egypt alternate,11928,12342,414,2516.61,5.7
2026-04-06,Gulf Air,GU7985,Islamabad,Riyadh,Via Strait of Hormuz,Via Red Sea–Suez route,6966,8569,1603,10151.87,5.9
2026-04-06,Gulf Air,GU3914,London,Abu Dhabi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9033,10643,1610,6316.58,2.8
2026-04-06,Kuwait Airways,KU1598,Paris,Beirut,Via Strait of Hormuz,Via Red Sea–Suez route,7817,9563,1746,9892.76,4.3
2026-04-06,Thai Airways,TH5969,Dubai,Sydney,Direct Gulf route,Via Jordan–Egypt alternate,2129,2855,726,2639.51,3.0
2026-04-06,Thai Airways,TH1360,Sydney,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,3960,4705,745,3987.47,5.2
2026-04-06,Etihad Airways,ET1416,Sydney,Abu Dhabi,Via Strait of Hormuz,Via Red Sea–Suez route,4815,5873,1058,7080.04,5.2
2026-04-06,United Airlines,UN5780,Riyadh,Islamabad,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9332,10570,1238,4953.19,3.6
2026-04-06,Air France,AI7951,Sydney,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,5717,7079,1362,8556.82,3.7
2026-04-06,Air France,AI6593,Abu Dhabi,London,Via Baghdad FIR,Via Ankara–Baku corridor,11984,12967,983,4781.58,6.0
2026-04-06,Cargolux,CA9961,Cairo,Kuwait City,Via Strait of Hormuz,Via Red Sea–Suez route,10947,12482,1535,8011.52,2.7
2026-04-06,KLM,KL300,Riyadh,London,Direct Tehran overfly,Via Ashgabat–Almaty route,11100,12818,1718,10413.11,1.7
2026-04-06,Saudi Arabian Airlines,SA8649,Sydney,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,5461,6018,557,2691.72,1.4
2026-04-07,Oman Air,OM5990,Abu Dhabi,Washington,Direct Middle East overfly,Via Central Asian detour,4510,6739,2229,11953.3,1.6
2026-04-07,Ethiopian Airlines,ET6076,Mumbai,Kuwait City,Via Persian Gulf,Via Indian Ocean southern route,7081,9206,2125,13258.03,4.0
2026-04-07,Malaysia Airlines,MA6410,Doha,Paris,Via Persian Gulf,Via Indian Ocean southern route,8962,12459,3497,17195.01,1.8
2026-04-07,Oman Air,OM5216,Tehran,Moscow,Via Strait of Hormuz,Via Red Sea–Suez route,7068,8522,1454,9525.57,4.1
2026-04-07,Jazeera Airways,JA7208,Abu Dhabi,Washington,Via Strait of Hormuz,Via Red Sea–Suez route,6136,7197,1061,4462.89,0.7
2026-04-07,Etihad Airways,ET1249,Islamabad,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,2457,3730,1273,7892.96,5.3
2026-04-07,Iran Air,IR7807,Lahore,Doha,Direct Gulf route,Via Jordan–Egypt alternate,5604,6393,789,3548.8,2.2
2026-04-07,Mahan Air,MA9275,Dubai,Paris,Via Persian Gulf,Via Indian Ocean southern route,6294,8594,2300,10476.92,0.9
2026-04-07,Oman Air,OM4082,London,Dubai,Via Persian Gulf,Via Indian Ocean southern route,5711,7261,1550,8121.52,0.5
2026-04-08,DHL Aviation,DH6491,Paris,Doha,Via Baghdad FIR,Via Ankara–Baku corridor,2192,2807,615,3809.32,6.0
2026-04-08,flydubai,FL6214,Dubai,Singapore,Via Baghdad FIR,Via Ankara–Baku corridor,6588,7750,1162,4537.31,3.1
2026-04-08,Thai Airways,TH1095,Dubai,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,4732,5413,681,4010.68,5.5
2026-04-08,American Airlines,AM9936,Riyadh,Islamabad,Via Strait of Hormuz,Via Red Sea–Suez route,10605,11654,1049,4423.89,5.9
2026-04-08,Pakistan International Airlines,PA1349,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,8511,11674,3163,16730.91,2.1
2026-04-08,Emirates SkyCargo,EM5457,Dubai,Delhi,Direct Middle East overfly,Via Central Asian detour,4036,5994,1958,12027.6,2.7
2026-04-08,Emirates SkyCargo,EM4545,Istanbul,Karachi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5378,7093,1715,6337.33,3.6
2026-04-08,Etihad Airways,ET1979,Dubai,Mumbai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4625,6374,1749,7655.99,6.0
2026-04-08,Cargolux,CA1524,Dubai,Frankfurt,Via Baghdad FIR,Via Ankara–Baku corridor,10751,11815,1064,6514.75,1.1
2026-04-08,Malaysia Airlines,MA279,Washington,Abu Dhabi,Via Strait of Hormuz,Via Red Sea–Suez route,9723,10479,756,5074.39,5.3
2026-04-08,Malaysia Airlines,MA7319,London,Muscat,Via Strait of Hormuz,Via Red Sea–Suez route,7110,8577,1467,8906.55,4.1
2026-04-08,Etihad Airways,ET5813,Singapore,London,Direct Tehran overfly,Via Ashgabat–Almaty route,3304,4097,793,3615.16,5.3
2026-04-08,Emirates,EM4005,London,Muscat,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9900,12030,2130,14519.78,4.8
2026-04-08,Malaysia Airlines,MA4988,Mumbai,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,9770,11136,1366,8572.66,4.8
2026-04-08,Emirates,EM597,Delhi,Istanbul,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4100,6096,1996,13639.98,5.8
2026-04-08,Thai Airways,TH8564,Istanbul,Dubai,Via Persian Gulf,Via Indian Ocean southern route,6754,8376,1622,11098.34,3.0
2026-04-08,Ethiopian Airlines,ET7559,Tehran,Moscow,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7911,10361,2450,16754.96,4.3
2026-04-08,Kuwait Airways,KU4746,Riyadh,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5666,6849,1183,7519.64,2.8
