date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason
2026-03-22,EgyptAir,EG2605,New York,Dubai,USA,UAE,Boeing 787-9 Dreamliner,87,Temporary corridor suspension — safety bulletin
2026-03-23,American Airlines,AM6868,London,Muscat,UK,Oman,Boeing 737 MAX 8,83,Government travel ban
2026-03-23,Thai Airways,TH5221,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 777-200LR,101,Fuel supply disruption
2026-03-23,DHL Aviation,DH674,Dubai,Karachi,UAE,Pakistan,Airbus A380-800,204,Crew duty-time exceedance after long reroutes
2026-03-23,Jazeera Airways,JA1963,Dubai,Frankfurt,UAE,Germany,Airbus A321neo,323,Crew duty-time exceedance after long reroutes
2026-03-23,Delta Air Lines,DE6848,Doha,Los Angeles,Qatar,USA,Boeing 737-800,214,Security risk — conflict zone
2026-03-23,Etihad Airways,ET8205,London,Kuwait City,UK,Kuwait,Boeing 777-300ER,289,Crew duty-time exceedance after long reroutes
2026-03-23,Thai Airways,TH3679,London,Muscat,UK,Oman,Boeing 787-9 Dreamliner,361,Government travel ban
2026-03-23,Qatar Airways,QA224,Dubai,Karachi,UAE,Pakistan,Boeing 737 MAX 8,337,Diplomatic advisory — do not fly
2026-03-23,Qatar Airways,QA4769,Beirut,Paris,Lebanon,France,Boeing 787-9 Dreamliner,85,Temporary corridor suspension — safety bulletin
2026-03-23,British Airways,BR9949,Mumbai,Doha,India,Qatar,Airbus A321neo,94,Temporary corridor suspension — safety bulletin
2026-03-23,Oman Air,OM220,Islamabad,Riyadh,Pakistan,Saudi Arabia,Airbus A380-800,254,Airport closure — military activity
2026-03-23,Mahan Air,MA1749,London,Riyadh,UK,Saudi Arabia,Airbus A320neo,267,Fuel supply disruption
2026-03-23,Oman Air,OM4838,Amman,Dubai,Jordan,UAE,Boeing 777-300ER,96,Fuel supply disruption
2026-03-23,Mahan Air,MA8039,Doha,London,Qatar,UK,Boeing 787-9 Dreamliner,117,Diplomatic advisory — do not fly
2026-03-23,Ethiopian Airlines,ET9327,Frankfurt,Dubai,Germany,UAE,Airbus A321neo,382,Diplomatic advisory — do not fly
2026-03-23,Malaysia Airlines,MA6665,Doha,Mumbai,Qatar,India,Airbus A340-600,313,Temporary corridor suspension — safety bulletin
2026-03-23,Ethiopian Airlines,ET6211,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 777-300ER,155,Government travel ban
2026-03-23,Mahan Air,MA3182,Dubai,New York,UAE,USA,Airbus A350-900,376,Insurance restriction — war zone
2026-03-23,Malaysia Airlines,MA105,Dubai,Bahrain,UAE,Bahrain,Airbus A350-900,216,Fuel supply disruption
2026-03-23,Delta Air Lines,DE4659,Kuwait City,Mumbai,Kuwait,India,Airbus A350-900,315,ATC flow restrictions — congestion
2026-03-24,Qatar Airways,QA2566,Frankfurt,Dubai,Germany,UAE,Boeing 777-200LR,404,ATC flow restrictions — congestion
2026-03-24,Singapore Airlines,SI1425,Istanbul,Karachi,Turkey,Pakistan,Boeing 787-10 Dreamliner,411,Airspace closure — NOTAM
2026-03-24,Malaysia Airlines,MA5937,Tehran,Istanbul,Iran,Turkey,Boeing 777-300ER,446,Diplomatic advisory — do not fly
2026-03-24,Oman Air,OM5039,Sydney,Abu Dhabi,Australia,UAE,Boeing 787-10 Dreamliner,135,Insurance restriction — war zone
2026-03-24,Gulf Air,GU9150,Kuwait City,Cairo,Kuwait,Egypt,Boeing 787-9 Dreamliner,142,Airport closure — military activity
2026-03-24,Thai Airways,TH4085,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,242,Fuel supply disruption
2026-03-24,Turkish Airlines,TU7196,Doha,Paris,Qatar,France,Boeing 777-300ER,183,Crew duty-time exceedance after long reroutes
2026-03-24,British Airways,BR8453,Abu Dhabi,Washington,UAE,USA,Boeing 737-800,212,Airport closure — military activity
2026-03-24,Iran Air,IR4833,Sydney,Dubai,Australia,UAE,Boeing 787-9 Dreamliner,370,Airspace closure — NOTAM
2026-03-24,Lufthansa,LU7528,Istanbul,Karachi,Turkey,Pakistan,Boeing 787-10 Dreamliner,281,Airport closure — military activity
2026-03-24,United Airlines,UN2951,New York,Doha,USA,Qatar,Boeing 737-800,226,Crew safety — company policy
2026-03-24,Malaysia Airlines,MA7206,Cairo,Kuwait City,Egypt,Kuwait,Airbus A330-300,201,Fuel supply disruption
2026-03-24,Emirates SkyCargo,EM2859,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 787-10 Dreamliner,148,Diplomatic advisory — do not fly
2026-03-24,Air France,AI4335,Cairo,Kuwait City,Egypt,Kuwait,Airbus A320neo,269,ATC flow restrictions — congestion
2026-03-24,EgyptAir,EG7062,Doha,Lahore,Qatar,Pakistan,Boeing 777-300ER,149,Crew duty-time exceedance after long reroutes
2026-03-24,Iran Air,IR6901,Frankfurt,Dubai,Germany,UAE,Airbus A380-800,419,Government travel ban
2026-03-24,Gulf Air,GU7557,New York,Doha,USA,Qatar,Boeing 787-10 Dreamliner,428,Insurance restriction — war zone
2026-03-24,Iran Air,IR7815,Dubai,Istanbul,UAE,Turkey,Airbus A320neo,177,Crew safety — company policy
2026-03-25,Jazeera Airways,JA3714,Karachi,Dubai,Pakistan,UAE,Airbus A340-600,195,Airport closure — military activity
2026-03-25,Air Arabia,AI5921,Islamabad,Riyadh,Pakistan,Saudi Arabia,Airbus A340-600,361,Government travel ban
2026-03-25,EgyptAir,EG5518,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 737 MAX 8,125,Crew safety — company policy
2026-03-25,Singapore Airlines,SI8434,Dubai,Frankfurt,UAE,Germany,Boeing 737-800,99,Crew duty-time exceedance after long reroutes
2026-03-25,United Airlines,UN3780,Bahrain,London,Bahrain,UK,Boeing 737 MAX 8,407,Fuel supply disruption
2026-03-25,FedEx Express,FE1153,Istanbul,Delhi,Turkey,India,Boeing 737-800,121,Airspace closure — NOTAM
2026-03-25,Etihad Airways,ET4743,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 777-200LR,106,Diplomatic advisory — do not fly
2026-03-25,FedEx Express,FE3467,Delhi,Dubai,India,UAE,Airbus A320neo,161,Airport closure — military activity
2026-03-25,Malaysia Airlines,MA636,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A330-300,98,Airport closure — military activity
2026-03-25,Pakistan International Airlines,PA2582,Doha,Los Angeles,Qatar,USA,Boeing 787-9 Dreamliner,308,ATC flow restrictions — congestion
2026-03-25,Emirates,EM9369,Tehran,Istanbul,Iran,Turkey,Boeing 737-800,326,Airport closure — military activity
2026-03-25,EgyptAir,EG5712,New York,Doha,USA,Qatar,Boeing 777-300ER,401,Airport closure — military activity
2026-03-25,Ethiopian Airlines,ET5541,Doha,New York,Qatar,USA,Boeing 737 MAX 8,91,Insurance restriction — war zone
2026-03-25,EgyptAir,EG7589,Dubai,Frankfurt,UAE,Germany,Boeing 737 MAX 8,221,Crew duty-time exceedance after long reroutes
2026-03-25,Delta Air Lines,DE7063,Doha,Los Angeles,Qatar,USA,Boeing 737 MAX 8,271,Airspace closure — NOTAM
2026-03-25,IndiGo,IN9350,Dubai,Bahrain,UAE,Bahrain,Airbus A320neo,264,Crew duty-time exceedance after long reroutes
2026-03-25,Turkish Airlines,TU4311,Mumbai,Dubai,India,UAE,Boeing 777-200LR,87,Airspace closure — NOTAM
2026-03-25,American Airlines,AM8719,Lahore,Doha,Pakistan,Qatar,Boeing 777-300ER,262,Fuel supply disruption
2026-03-25,IndiGo,IN7872,Paris,Beirut,France,Lebanon,Airbus A330-300,141,Temporary corridor suspension — safety bulletin
2026-03-25,Malaysia Airlines,MA271,Beijing,Tehran,China,Iran,Airbus A340-600,221,Government travel ban
2026-03-25,Oman Air,OM1888,Bahrain,London,Bahrain,UK,Boeing 787-10 Dreamliner,229,Crew duty-time exceedance after long reroutes
2026-03-25,Singapore Airlines,SI6258,Dubai,New York,UAE,USA,Boeing 777-300ER,384,Fuel supply disruption
2026-03-25,flydubai,FL3938,Mumbai,Doha,India,Qatar,Airbus A320neo,153,Temporary corridor suspension — safety bulletin
2026-03-25,British Airways,BR7514,Dubai,Delhi,UAE,India,Boeing 787-9 Dreamliner,445,ATC flow restrictions — congestion
2026-03-25,United Airlines,UN3681,London,Doha,UK,Qatar,Airbus A340-600,437,ATC flow restrictions — congestion
2026-03-25,DHL Aviation,DH1881,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 737 MAX 8,101,Security risk — conflict zone
2026-03-26,FedEx Express,FE3828,Karachi,Dubai,Pakistan,UAE,Boeing 777-200LR,450,Airspace closure — NOTAM
2026-03-26,Lufthansa,LU1912,Dubai,Delhi,UAE,India,Airbus A320neo,377,Security risk — conflict zone
2026-03-26,American Airlines,AM9042,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 737-800,262,Airport closure — military activity
2026-03-26,Kuwait Airways,KU2902,London,Singapore,UK,Singapore,Boeing 737-800,418,Crew duty-time exceedance after long reroutes
2026-03-26,Lufthansa,LU1557,Istanbul,Tehran,Turkey,Iran,Airbus A330-300,159,Security risk — conflict zone
2026-03-26,Emirates SkyCargo,EM6884,London,Doha,UK,Qatar,Boeing 737 MAX 8,443,Crew safety — company policy
2026-03-26,Emirates,EM6086,Riyadh,London,Saudi Arabia,UK,Boeing 777-300ER,396,Security risk — conflict zone
2026-03-26,Delta Air Lines,DE2190,Istanbul,Tehran,Turkey,Iran,Boeing 787-9 Dreamliner,450,Airspace closure — NOTAM
2026-03-26,DHL Aviation,DH2169,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,224,Fuel supply disruption
2026-03-26,Emirates,EM5175,Doha,Los Angeles,Qatar,USA,Boeing 777-300ER,105,Temporary corridor suspension — safety bulletin
2026-03-26,Oman Air,OM9659,Doha,London,Qatar,UK,Boeing 777-300ER,163,Airport closure — military activity
2026-03-26,Oman Air,OM4670,Cairo,Dubai,Egypt,UAE,Boeing 777-300ER,396,Crew duty-time exceedance after long reroutes
2026-03-26,Saudi Arabian Airlines,SA4592,Dubai,New York,UAE,USA,Airbus A380-800,98,Diplomatic advisory — do not fly
2026-03-26,British Airways,BR4963,Abu Dhabi,Washington,UAE,USA,Boeing 737-800,242,Diplomatic advisory — do not fly
2026-03-26,Turkish Airlines,TU1764,London,Singapore,UK,Singapore,Airbus A380-800,438,Insurance restriction — war zone
2026-03-26,Delta Air Lines,DE2813,Dubai,Istanbul,UAE,Turkey,Boeing 787-10 Dreamliner,186,Security risk — conflict zone
2026-03-26,Etihad Airways,ET1271,Cairo,Kuwait City,Egypt,Kuwait,Airbus A321neo,124,Fuel supply disruption
2026-03-26,Etihad Airways,ET1398,Dubai,Mumbai,UAE,India,Boeing 787-10 Dreamliner,190,Airspace closure — NOTAM
2026-03-26,Turkish Airlines,TU8955,Dubai,Paris,UAE,France,Airbus A330-300,357,Government travel ban
2026-03-26,Cargolux,CA9631,Karachi,Istanbul,Pakistan,Turkey,Boeing 777-300ER,290,Security risk — conflict zone
2026-03-26,Lufthansa,LU9577,Kuwait City,Cairo,Kuwait,Egypt,Boeing 737-800,448,Crew safety — company policy
2026-03-27,Delta Air Lines,DE3392,London,Singapore,UK,Singapore,Boeing 787-9 Dreamliner,283,Diplomatic advisory — do not fly
2026-03-27,IndiGo,IN875,Doha,New York,Qatar,USA,Boeing 787-9 Dreamliner,229,Diplomatic advisory — do not fly
2026-03-27,Qatar Airways,QA307,Dubai,Istanbul,UAE,Turkey,Boeing 737-800,407,ATC flow restrictions — congestion
2026-03-27,Air Arabia,AI8836,Paris,Dubai,France,UAE,Airbus A330-300,384,ATC flow restrictions — congestion
2026-03-27,Cathay Pacific,CA5503,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,396,Fuel supply disruption
2026-03-27,Qatar Airways,QA7384,Dubai,New York,UAE,USA,Boeing 737 MAX 8,444,Fuel supply disruption
2026-03-27,Pakistan International Airlines,PA4844,Tehran,Istanbul,Iran,Turkey,Boeing 737 MAX 8,90,Insurance restriction — war zone
2026-03-27,Cathay Pacific,CA8636,Karachi,Istanbul,Pakistan,Turkey,Airbus A330-300,219,Government travel ban
2026-03-27,Iran Air,IR8321,Karachi,Istanbul,Pakistan,Turkey,Boeing 787-10 Dreamliner,91,ATC flow restrictions — congestion
2026-03-27,Turkish Airlines,TU6105,Beijing,Tehran,China,Iran,Boeing 787-9 Dreamliner,261,Fuel supply disruption
2026-03-27,Singapore Airlines,SI3191,Doha,New York,Qatar,USA,Airbus A340-600,402,Airspace closure — NOTAM
2026-03-27,Saudi Arabian Airlines,SA9413,Islamabad,Riyadh,Pakistan,Saudi Arabia,Airbus A340-600,205,ATC flow restrictions — congestion
2026-03-27,Ethiopian Airlines,ET4887,Dubai,New York,UAE,USA,Boeing 787-9 Dreamliner,247,Temporary corridor suspension — safety bulletin
2026-03-27,FedEx Express,FE7997,Sydney,Abu Dhabi,Australia,UAE,Airbus A330-300,141,Temporary corridor suspension — safety bulletin
2026-03-27,Singapore Airlines,SI1245,Karachi,Istanbul,Pakistan,Turkey,Boeing 737 MAX 8,414,Airspace closure — NOTAM
2026-03-27,Cathay Pacific,CA2564,Istanbul,Tehran,Turkey,Iran,Boeing 787-10 Dreamliner,290,Temporary corridor suspension — safety bulletin
2026-03-28,Thai Airways,TH6177,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,418,Crew duty-time exceedance after long reroutes
2026-03-28,KLM,KL2513,Dubai,Delhi,UAE,India,Boeing 787-10 Dreamliner,246,Security risk — conflict zone
2026-03-28,Cathay Pacific,CA112,Dubai,Bahrain,UAE,Bahrain,Boeing 737 MAX 8,261,Crew safety — company policy
2026-03-28,Lufthansa,LU2129,Dubai,Istanbul,UAE,Turkey,Boeing 737-800,192,Airport closure — military activity
2026-03-28,flydubai,FL7304,Doha,Mumbai,Qatar,India,Airbus A380-800,401,Crew duty-time exceedance after long reroutes
2026-03-28,Air India,AI8243,Dubai,Singapore,UAE,Singapore,Boeing 737-800,129,Security risk — conflict zone
2026-03-28,Air India,AI1428,Bahrain,Dubai,Bahrain,UAE,Boeing 787-9 Dreamliner,303,ATC flow restrictions — congestion
2026-03-28,Pakistan International Airlines,PA4420,Dubai,Karachi,UAE,Pakistan,Boeing 787-9 Dreamliner,303,Insurance restriction — war zone
2026-03-28,Gulf Air,GU1698,Dubai,Amman,UAE,Jordan,Airbus A330-300,405,Airport closure — military activity
2026-03-28,Etihad Airways,ET1250,Dubai,Karachi,UAE,Pakistan,Boeing 737 MAX 8,311,Crew duty-time exceedance after long reroutes
2026-03-28,British Airways,BR8051,Sydney,Dubai,Australia,UAE,Boeing 787-10 Dreamliner,136,Security risk — conflict zone
2026-03-28,flydubai,FL6339,Bahrain,Dubai,Bahrain,UAE,Airbus A330-300,304,Diplomatic advisory — do not fly
2026-03-28,Kuwait Airways,KU2200,Los Angeles,Doha,USA,Qatar,Airbus A330-300,265,Government travel ban
2026-03-28,Mahan Air,MA6092,Paris,Doha,France,Qatar,Airbus A380-800,284,Crew safety — company policy
2026-03-28,United Airlines,UN8863,Kuwait City,Mumbai,Kuwait,India,Boeing 737 MAX 8,226,ATC flow restrictions — congestion
2026-03-28,British Airways,BR4994,Dubai,New York,UAE,USA,Boeing 787-10 Dreamliner,228,Security risk — conflict zone
2026-03-28,American Airlines,AM742,Cairo,Dubai,Egypt,UAE,Airbus A350-900,180,Government travel ban
2026-03-28,FedEx Express,FE2442,London,Dubai,UK,UAE,Boeing 777-300ER,263,Fuel supply disruption
2026-03-29,IndiGo,IN1437,Paris,Doha,France,Qatar,Airbus A320neo,185,Insurance restriction — war zone
2026-03-29,Iran Air,IR7538,London,Bahrain,UK,Bahrain,Boeing 737-800,114,Temporary corridor suspension — safety bulletin
2026-03-29,Air India,AI5360,Doha,Lahore,Qatar,Pakistan,Airbus A350-900,93,ATC flow restrictions — congestion
2026-03-29,Iran Air,IR5886,Tehran,Beijing,Iran,China,Boeing 777-300ER,252,Airport closure — military activity
2026-03-29,Lufthansa,LU7030,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,217,Diplomatic advisory — do not fly
2026-03-29,Jazeera Airways,JA688,London,Kuwait City,UK,Kuwait,Airbus A320neo,349,Temporary corridor suspension — safety bulletin
2026-03-29,Etihad Airways,ET3209,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A380-800,229,Airport closure — military activity
2026-03-29,Iran Air,IR6889,Riyadh,London,Saudi Arabia,UK,Boeing 787-9 Dreamliner,325,Government travel ban
2026-03-29,Kuwait Airways,KU9792,Amman,Dubai,Jordan,UAE,Boeing 777-300ER,330,Airspace closure — NOTAM
2026-03-29,Cathay Pacific,CA8448,Dubai,Paris,UAE,France,Airbus A320neo,262,Government travel ban
2026-03-29,DHL Aviation,DH8905,Istanbul,Dubai,Turkey,UAE,Boeing 737-800,164,Airport closure — military activity
2026-03-29,EgyptAir,EG8040,Cairo,Dubai,Egypt,UAE,Boeing 787-9 Dreamliner,355,Security risk — conflict zone
2026-03-29,flydubai,FL4918,Dubai,Amman,UAE,Jordan,Airbus A380-800,286,Insurance restriction — war zone
2026-03-29,Oman Air,OM5181,Singapore,London,Singapore,UK,Boeing 787-9 Dreamliner,445,Crew safety — company policy
2026-03-29,DHL Aviation,DH7758,Mumbai,Dubai,India,UAE,Airbus A350-900,150,Crew safety — company policy
2026-03-29,Turkish Airlines,TU9639,Dubai,Sydney,UAE,Australia,Boeing 737-800,390,Temporary corridor suspension — safety bulletin
2026-03-29,Oman Air,OM7141,Bahrain,Dubai,Bahrain,UAE,Boeing 737 MAX 8,174,Fuel supply disruption
2026-03-29,Air France,AI7467,Sydney,Dubai,Australia,UAE,Airbus A380-800,275,Government travel ban
2026-03-30,Kuwait Airways,KU5656,Dubai,London,UAE,UK,Boeing 777-200LR,162,Crew duty-time exceedance after long reroutes
2026-03-30,Air India,AI6854,Dubai,Cairo,UAE,Egypt,Boeing 787-10 Dreamliner,271,Insurance restriction — war zone
2026-03-30,Etihad Airways,ET7750,New York,Dubai,USA,UAE,Boeing 737 MAX 8,252,Airport closure — military activity
2026-03-30,Kuwait Airways,KU2691,Abu Dhabi,Washington,UAE,USA,Boeing 787-10 Dreamliner,133,Airspace closure — NOTAM
2026-03-30,Delta Air Lines,DE5191,Lahore,Doha,Pakistan,Qatar,Airbus A350-900,389,Temporary corridor suspension — safety bulletin
2026-03-30,FedEx Express,FE106,Paris,Beirut,France,Lebanon,Boeing 777-200LR,146,Airspace closure — NOTAM
2026-03-30,Iran Air,IR2055,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 787-9 Dreamliner,246,Crew duty-time exceedance after long reroutes
2026-03-30,flydubai,FL4999,Tehran,Istanbul,Iran,Turkey,Airbus A350-900,100,Insurance restriction — war zone
2026-03-30,EgyptAir,EG6029,Paris,Dubai,France,UAE,Boeing 787-9 Dreamliner,106,Airspace closure — NOTAM
2026-03-30,Qatar Airways,QA7355,Paris,Doha,France,Qatar,Airbus A380-800,142,Diplomatic advisory — do not fly
2026-03-30,Malaysia Airlines,MA6968,Bahrain,London,Bahrain,UK,Airbus A380-800,96,Government travel ban
2026-03-30,flydubai,FL8884,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,390,Diplomatic advisory — do not fly
2026-03-30,flydubai,FL3474,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,218,Temporary corridor suspension — safety bulletin
2026-03-30,Air Arabia,AI9164,Cairo,Riyadh,Egypt,Saudi Arabia,Boeing 777-300ER,284,Crew duty-time exceedance after long reroutes
2026-03-30,Emirates SkyCargo,EM7806,Doha,London,Qatar,UK,Boeing 787-10 Dreamliner,208,ATC flow restrictions — congestion
2026-03-30,Mahan Air,MA6246,Karachi,Dubai,Pakistan,UAE,Airbus A320neo,100,Airspace closure — NOTAM
2026-03-30,Saudi Arabian Airlines,SA3865,Singapore,London,Singapore,UK,Airbus A320neo,129,Diplomatic advisory — do not fly
2026-03-30,Delta Air Lines,DE4531,Mumbai,Kuwait City,India,Kuwait,Airbus A350-900,378,ATC flow restrictions — congestion
2026-03-30,Turkish Airlines,TU364,Dubai,Sydney,UAE,Australia,Airbus A380-800,411,Crew safety — company policy
2026-03-30,Oman Air,OM8893,Dubai,Frankfurt,UAE,Germany,Airbus A330-300,225,Government travel ban
2026-03-31,Air France,AI4005,London,Bahrain,UK,Bahrain,Boeing 737-800,225,Fuel supply disruption
2026-03-31,KLM,KL3031,Dubai,Mumbai,UAE,India,Airbus A350-900,328,ATC flow restrictions — congestion
2026-03-31,DHL Aviation,DH3852,Los Angeles,Doha,USA,Qatar,Airbus A340-600,450,Security risk — conflict zone
2026-03-31,EgyptAir,EG6999,London,Riyadh,UK,Saudi Arabia,Airbus A350-900,202,Government travel ban
2026-03-31,Air Arabia,AI2204,London,Doha,UK,Qatar,Airbus A321neo,251,ATC flow restrictions — congestion
2026-03-31,Lufthansa,LU339,Istanbul,Delhi,Turkey,India,Airbus A380-800,141,Diplomatic advisory — do not fly
2026-03-31,Delta Air Lines,DE5387,Sydney,Dubai,Australia,UAE,Airbus A340-600,416,Fuel supply disruption
2026-03-31,Iran Air,IR8266,Dubai,Frankfurt,UAE,Germany,Airbus A380-800,292,Airspace closure — NOTAM
2026-03-31,Pakistan International Airlines,PA8328,Karachi,Dubai,Pakistan,UAE,Boeing 777-200LR,216,ATC flow restrictions — congestion
2026-03-31,United Airlines,UN8204,London,Bahrain,UK,Bahrain,Boeing 787-10 Dreamliner,404,ATC flow restrictions — congestion
2026-03-31,Cargolux,CA3940,Cairo,Kuwait City,Egypt,Kuwait,Boeing 777-200LR,193,Security risk — conflict zone
2026-03-31,Iran Air,IR5512,Riyadh,London,Saudi Arabia,UK,Boeing 787-9 Dreamliner,411,Airspace closure — NOTAM
2026-03-31,Air India,AI7427,London,Abu Dhabi,UK,UAE,Boeing 777-200LR,217,Security risk — conflict zone
2026-03-31,Gulf Air,GU5132,Los Angeles,Doha,USA,Qatar,Airbus A350-900,260,Government travel ban
2026-03-31,Air France,AI2898,Doha,Paris,Qatar,France,Airbus A340-600,238,Security risk — conflict zone
2026-03-31,Turkish Airlines,TU5353,Paris,Dubai,France,UAE,Boeing 777-200LR,316,Insurance restriction — war zone
2026-03-31,Malaysia Airlines,MA5936,Dubai,Bahrain,UAE,Bahrain,Boeing 777-200LR,259,Airport closure — military activity
2026-03-31,United Airlines,UN3089,Mumbai,Doha,India,Qatar,Boeing 777-300ER,260,Insurance restriction — war zone
2026-03-31,Turkish Airlines,TU1349,London,Kuwait City,UK,Kuwait,Boeing 777-300ER,179,ATC flow restrictions — congestion
2026-03-31,Pakistan International Airlines,PA5640,Dubai,Frankfurt,UAE,Germany,Boeing 777-300ER,333,Crew safety — company policy
2026-03-31,Ethiopian Airlines,ET3934,Cairo,Dubai,Egypt,UAE,Airbus A340-600,157,Temporary corridor suspension — safety bulletin
2026-03-31,Qatar Airways,QA1575,Abu Dhabi,Washington,UAE,USA,Boeing 777-200LR,419,Diplomatic advisory — do not fly
2026-04-01,FedEx Express,FE959,New York,Doha,USA,Qatar,Airbus A320neo,134,Diplomatic advisory — do not fly
2026-04-01,Jazeera Airways,JA6020,Doha,New York,Qatar,USA,Airbus A380-800,441,ATC flow restrictions — congestion
2026-04-01,Etihad Airways,ET9466,Karachi,Dubai,Pakistan,UAE,Boeing 737-800,164,Government travel ban
2026-04-01,Lufthansa,LU3168,Mumbai,Dubai,India,UAE,Boeing 737-800,235,Temporary corridor suspension — safety bulletin
2026-04-01,flydubai,FL4065,Tehran,Beijing,Iran,China,Airbus A320neo,447,Fuel supply disruption
2026-04-01,Lufthansa,LU8797,Paris,Beirut,France,Lebanon,Airbus A380-800,185,ATC flow restrictions — congestion
2026-04-01,KLM,KL3613,Doha,London,Qatar,UK,Boeing 777-300ER,271,Fuel supply disruption
2026-04-01,Turkish Airlines,TU9312,Karachi,Dubai,Pakistan,UAE,Boeing 787-9 Dreamliner,358,Security risk — conflict zone
2026-04-01,Gulf Air,GU2676,Abu Dhabi,Sydney,UAE,Australia,Boeing 777-300ER,178,Airspace closure — NOTAM
2026-04-01,Etihad Airways,ET5184,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 737 MAX 8,256,Crew duty-time exceedance after long reroutes
2026-04-01,Delta Air Lines,DE1101,Amman,Dubai,Jordan,UAE,Airbus A350-900,273,Crew safety — company policy
2026-04-01,Oman Air,OM9182,Washington,Abu Dhabi,USA,UAE,Boeing 787-10 Dreamliner,93,Temporary corridor suspension — safety bulletin
2026-04-01,Pakistan International Airlines,PA2126,Frankfurt,Dubai,Germany,UAE,Airbus A330-300,117,Temporary corridor suspension — safety bulletin
2026-04-01,EgyptAir,EG2085,Singapore,Dubai,Singapore,UAE,Boeing 777-300ER,215,Temporary corridor suspension — safety bulletin
2026-04-01,Oman Air,OM285,Mumbai,Dubai,India,UAE,Airbus A340-600,151,Fuel supply disruption
2026-04-01,EgyptAir,EG5612,Dubai,Amman,UAE,Jordan,Boeing 777-200LR,411,Diplomatic advisory — do not fly
2026-04-01,Emirates SkyCargo,EM8655,Dubai,London,UAE,UK,Airbus A321neo,118,Temporary corridor suspension — safety bulletin
2026-04-01,flydubai,FL1730,Paris,Doha,France,Qatar,Boeing 787-10 Dreamliner,134,Crew safety — company policy
2026-04-01,Singapore Airlines,SI1726,Doha,Paris,Qatar,France,Airbus A340-600,387,Insurance restriction — war zone
2026-04-01,British Airways,BR1667,Istanbul,Karachi,Turkey,Pakistan,Airbus A330-300,187,Diplomatic advisory — do not fly
2026-04-02,Kuwait Airways,KU5920,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 737 MAX 8,151,Security risk — conflict zone
2026-04-02,Air India,AI2675,Los Angeles,Doha,USA,Qatar,Boeing 777-200LR,250,Airport closure — military activity
2026-04-02,Iran Air,IR3663,Beijing,Tehran,China,Iran,Boeing 787-10 Dreamliner,378,Diplomatic advisory — do not fly
2026-04-02,Iran Air,IR3164,London,Doha,UK,Qatar,Boeing 787-10 Dreamliner,230,Crew duty-time exceedance after long reroutes
2026-04-02,Thai Airways,TH1032,Dubai,New York,UAE,USA,Boeing 737-800,430,Insurance restriction — war zone
2026-04-02,Kuwait Airways,KU3437,Riyadh,London,Saudi Arabia,UK,Airbus A380-800,296,Government travel ban
2026-04-02,Air Arabia,AI2177,Dubai,Karachi,UAE,Pakistan,Airbus A330-300,385,Government travel ban
2026-04-02,EgyptAir,EG722,Paris,Doha,France,Qatar,Boeing 777-200LR,241,Crew duty-time exceedance after long reroutes
2026-04-02,Etihad Airways,ET3308,Doha,Los Angeles,Qatar,USA,Airbus A321neo,218,Airport closure — military activity
2026-04-02,British Airways,BR4695,Doha,Paris,Qatar,France,Boeing 737 MAX 8,370,Crew safety — company policy
2026-04-02,United Airlines,UN316,Dubai,Singapore,UAE,Singapore,Boeing 737-800,230,Temporary corridor suspension — safety bulletin
2026-04-02,British Airways,BR1701,Los Angeles,Doha,USA,Qatar,Boeing 777-300ER,129,Fuel supply disruption
2026-04-02,United Airlines,UN2629,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A330-300,370,ATC flow restrictions — congestion
2026-04-02,Lufthansa,LU4650,Abu Dhabi,Sydney,UAE,Australia,Airbus A321neo,208,Crew safety — company policy
2026-04-02,DHL Aviation,DH1920,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 777-200LR,378,Crew duty-time exceedance after long reroutes
2026-04-02,KLM,KL1655,Doha,London,Qatar,UK,Airbus A330-300,245,Crew duty-time exceedance after long reroutes
2026-04-02,KLM,KL2294,Lahore,Doha,Pakistan,Qatar,Boeing 787-9 Dreamliner,105,ATC flow restrictions — congestion
